Contract ZIP Code;Firm ID;Department ID;Category ID;Person ID;Contract Start Date;Contract End Date;Company Start Date;Birth Date;Contract Terminatio Reason;Gender;Nationality;Contract Type
3630;0000048568;00;3;0000037624;04/02/2017;10/03/2017;10/10/2016;29/12/1974;Fin du contrat;Femme;Belge;Durée déterminée
1060;0000048568;02;3;0000036920;01/01/2016;15/03/2016;16/12/2015;15/11/1990;Fin du contrat;Femme;Belge;Durée déterminée
3630;0000048568;00;3;0000037471;07/11/2016;31/01/2017;10/10/2016;29/12/1974;Fin du contrat;Femme;Belge;Durée déterminée
2850;0000009443;03;1;0000005397;11/07/2016;15/07/2016;09/05/2016;02/03/1983;Fin du contrat;Femme;Belge;Durée déterminée
2242;0000009443;03;1;0000005655;24/10/2016;28/10/2016;05/09/2016;08/03/1985;Fin du contrat;Femme;Belge;Durée déterminée
4830;0000048568;00;3;0000037585;19/01/2017;28/02/2017;19/01/2017;21/02/1968;Fin du contrat;Femme;Belge;Durée déterminée
1800;0000048568;00;5;0000037654;20/02/2017;02/06/2017;20/02/2017;14/01/2000;Préavis travailleur;Homme;Belge;Durée déterminée
9170;0000043838;00;1;0000018239;01/01/2018;31/01/2018;01/01/2018;21/09/1995;Fin du contrat;Homme;Belge;Durée déterminée
4830;0000012195;00;3;0000000057;18/04/2016;17/10/2016;18/04/2016;07/09/1964;Fin du contrat;Femme;Belge;Durée déterminée
9100;0000009443;03;1;0000005854;02/01/2017;06/01/2017;24/10/2016;15/06/1984;Fin du contrat;Femme;Belge;Durée déterminée
9190;0000048568;00;5;0000036690;01/09/2015;30/06/2018;01/09/2015;27/11/1998;Fin du contrat;Homme;Belge;Durée déterminée
1910;0000009443;03;1;0000005231;04/05/2016;04/05/2016;04/05/2016;14/04/1961;Fin du contrat;Femme;Belge;Durée déterminée
2242;0000009443;03;1;0000005590;26/09/2016;30/09/2016;05/09/2016;08/03/1985;Fin du contrat;Femme;Belge;Durée déterminée
1910;0000009443;03;1;0000005187;22/04/2016;22/04/2016;22/04/2016;14/04/1961;Fin du contrat;Femme;Belge;Durée déterminée
8520;0000048568;02;3;0000037811;01/09/2017;30/11/2017;01/09/2017;18/03/1998;Fin du contrat;Femme;Belge;Durée déterminée
1060;0000048568;00;3;0000037964;06/12/2017;30/03/2018;18/09/2017;27/06/1991;Fin du contrat;Femme;Belge;Durée déterminée
1910;0000009443;03;1;0000005320;13/06/2016;17/06/2016;31/05/2016;14/04/1961;Fin du contrat;Femme;Belge;Durée déterminée
2242;0000009443;03;1;0000005678;31/10/2016;04/11/2016;05/09/2016;08/03/1985;Fin du contrat;Femme;Belge;Durée déterminée
2845;0000009443;03;1;0000005436;25/07/2016;29/07/2016;11/07/2016;09/06/1982;Fin du contrat;Femme;Belge;Durée déterminée
2845;0000048568;00;3;0000036763;06/10/2015;06/01/2016;01/09/2015;03/09/1984;Fin du contrat;Femme;Belge;Durée déterminée
2820;0000009443;03;1;0000005834;26/12/2016;30/12/2016;03/10/2016;01/03/1988;Fin du contrat;Femme;Belge;Durée déterminée
4210;0000012463;00;3;0000000354;28/08/2017;31/08/2017;28/08/2017;17/07/1988;Fin du contrat;Femme;Belge;Durée déterminée
8530;0000048568;02;3;0000037662;01/03/2017;31/05/2017;01/03/2017;05/01/1998;Fin du contrat;Homme;Belge;Durée déterminée
5002;0000019904;00;1;0000011285;19/08/2017;18/09/2017;19/06/2017;02/03/1993;Fin du contrat;Femme;Belge;Durée déterminée
2300;0000048568;00;3;0000037774;06/07/2017;30/11/2017;18/04/2017;03/01/1994;Fin du contrat;Homme;Belge;Durée déterminée
6210;0000048568;00;5;0000037512;31/10/2016;01/06/2017;31/10/2016;13/06/1999;Préavis travailleur;Femme;Belge;Durée déterminée
2845;0000048568;00;3;0000037661;09/03/2017;31/10/2017;01/02/2017;23/06/1995;Fin du contrat;Femme;Belge;Durée déterminée
8630;0000048568;02;3;0000037769;13/06/2017;13/09/2017;13/06/2017;08/03/1996;Fin du contrat;Femme;Belge;Durée déterminée
8530;0000032428;00;1;0000001718;01/11/2015;30/04/2016;01/11/2015;17/07/1987;Fin du contrat;Homme;Belge;Durée déterminée
2845;0000009443;03;1;0000005526;29/08/2016;02/09/2016;11/07/2016;09/06/1982;Fin du contrat;Femme;Belge;Durée déterminée
2845;0000009443;03;1;0000005552;12/09/2016;16/09/2016;11/07/2016;09/06/1982;Fin du contrat;Femme;Belge;Durée déterminée
3210;0000048568;00;3;0000037809;06/09/2017;18/11/2017;21/09/2016;09/09/1969;Fin du contrat;Femme;Belge;Durée déterminée
4210;0000012463;00;3;0000000347;17/07/2017;20/07/2017;17/07/2017;17/07/1988;Fin du contrat;Femme;Belge;Durée déterminée
9990;0000048568;00;5;0000035454;09/09/2013;30/06/2016;09/09/2013;14/09/1995;Fin du contrat;Femme;Belge;Durée déterminée
2845;0000009443;03;1;0000005509;22/08/2016;26/08/2016;11/07/2016;09/06/1982;Fin du contrat;Femme;Belge;Durée déterminée
2845;0000048568;00;3;0000037024;03/03/2016;02/04/2016;03/03/2016;16/01/1986;Fin du contrat;Femme;Belge;Durée déterminée
9990;0000048568;00;3;0000037401;04/10/2016;30/01/2017;04/10/2016;14/09/1995;Fin du contrat;Femme;Belge;Durée déterminée
3210;0000009443;03;1;0000005728;31/10/2016;04/11/2016;31/10/2016;29/11/1992;Fin du contrat;Femme;Belge;Durée déterminée
8530;0000032428;00;1;0000001840;01/05/2016;30/04/2017;01/11/2015;17/07/1987;Fin du contrat;Homme;Belge;Durée déterminée
4287;0000012463;00;3;0000000301;07/11/2016;18/11/2016;07/11/2016;10/06/1996;Fin du contrat;Femme;Belge;Durée déterminée
3630;0000048568;02;3;0000037375;10/10/2016;15/10/2016;10/10/2016;29/12/1974;Fin du contrat;Femme;Belge;Durée déterminée
3630;0000048568;00;3;0000037158;02/06/2016;31/07/2016;02/06/2016;25/10/1993;Fin du contrat;Femme;Belge;Durée déterminée
2850;0000048568;02;3;0000037131;01/06/2016;30/11/2016;01/06/2016;26/09/1994;Fin du contrat;Femme;Belge;Durée déterminée
2845;0000009443;03;1;0000005603;03/10/2016;07/10/2016;11/07/2016;09/06/1982;Fin du contrat;Femme;Belge;Durée déterminée
7110;0000019904;00;1;0000011281;12/08/2017;11/09/2017;12/06/2017;12/10/1982;Fin du contrat;Femme;Belge;Durée déterminée
2800;0000009443;03;1;0000005904;23/01/2017;27/01/2017;16/01/2017;23/10/1993;Fin du contrat;Femme;Belge;Durée déterminée
9500;0000009443;03;1;0000005977;13/03/2017;17/03/2017;05/12/2016;08/04/1998;Fin du contrat;Femme;Belge;Durée déterminée
9240;0000043838;00;1;0000001198;01/10/2016;31/12/2016;01/10/2016;02/09/1994;Fin du contrat;Homme;Belge;Durée déterminée
6250;0000019904;00;1;0000010783;27/10/2016;26/11/2016;27/10/2016;03/11/1992;Fin du contrat;Femme;Belge;Durée déterminée
2800;0000009443;03;1;0000005938;13/02/2017;17/02/2017;16/01/2017;23/10/1993;Fin du contrat;Femme;Belge;Durée déterminée
8930;0000063115;00;1;0000000929;01/01/2017;31/03/2017;20/06/2016;06/03/1993;Fin du contrat;Femme;Belge;Durée déterminée
9500;0000009443;03;1;0000005945;20/02/2017;24/02/2017;05/12/2016;08/04/1998;Fin du contrat;Femme;Belge;Durée déterminée
4450;0000002048;00;3;0000001092;20/06/2016;30/06/2016;20/06/2016;10/01/1991;Fin du contrat;Femme;Belge;Durée déterminée
7110;0000019904;00;1;0000011421;25/10/2017;24/11/2017;25/09/2017;02/10/1991;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000357;15/09/2017;22/09/2017;15/09/2017;10/11/1976;Fin du contrat;Femme;Belge;Durée déterminée
6880;0000048568;00;3;0000036992;15/03/2016;15/09/2016;15/03/2016;01/12/1994;Fin du contrat;Femme;Belge;Durée déterminée
3740;0000048568;00;3;0000037142;06/07/2016;31/08/2016;05/01/2015;21/01/1991;Fin du contrat;Femme;Belge;Durée déterminée
4820;0000012195;00;1;0000000063;12/03/2017;11/06/2017;12/03/2017;23/10/1975;Fin du contrat;Femme;Belge;Durée déterminée
2180;0000048568;00;3;0000036934;14/01/2016;14/02/2016;05/11/2015;14/10/1995;Fin du contrat;Femme;Belge;Durée déterminée
4820;0000012195;00;1;0000000067;12/09/2017;11/12/2017;12/03/2017;23/10/1975;Fin du contrat;Femme;Belge;Durée déterminée
7500;0000048568;02;3;0000036898;01/01/2016;14/06/2016;15/12/2015;18/12/1996;Fin du contrat;Homme;Belge;Durée déterminée
4450;0000002048;00;3;0000001096;01/10/2016;31/12/2016;20/06/2016;10/01/1991;Fin du contrat;Femme;Belge;Durée déterminée
8530;0000063115;00;1;0000000962;01/04/2017;30/06/2017;26/09/2016;01/01/1994;Fin du contrat;Homme;Belge;Durée déterminée
5170;0000019904;00;1;0000010745;02/06/2016;01/07/2016;02/05/2016;15/09/1979;Fin du contrat;Femme;Belge;Durée déterminée
6180;0000019904;00;1;0000010785;28/10/2016;28/11/2016;28/10/2016;27/10/1982;Fin du contrat;Femme;Belge;Durée déterminée
3740;0000048568;00;3;0000036295;05/01/2015;30/06/2016;05/01/2015;21/01/1991;Fin du contrat;Femme;Belge;Durée déterminée
3520;0000048568;00;5;0000037356;22/09/2016;30/06/2017;22/09/2016;03/03/1999;Préavis travailleur;Homme;Belge;Durée déterminée
3583;0000048568;00;3;0000037403;20/10/2016;07/01/2017;19/09/2016;08/07/1966;Fin du contrat;Femme;Belge;Durée déterminée
8400;0000048568;00;3;0000037606;26/01/2017;01/04/2017;03/10/2016;03/07/1966;Fin du contrat;Femme;Belge;Durée déterminée
9950;0000048568;00;3;0000036853;20/11/2015;19/02/2016;20/11/2015;23/03/1995;Fin du contrat;Femme;Belge;Durée déterminée
2800;0000009443;03;1;0000005937;06/02/2017;10/02/2017;16/01/2017;23/10/1993;Fin du contrat;Femme;Belge;Durée déterminée
9500;0000009443;03;1;0000005920;13/02/2017;17/02/2017;05/12/2016;08/04/1998;Fin du contrat;Femme;Belge;Durée déterminée
8850;0000048568;02;3;0000036907;01/01/2016;01/03/2016;09/12/2015;02/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
7141;0000019904;00;1;0000011491;02/01/2018;01/02/2018;02/11/2017;14/08/1979;Fin du contrat;Femme;Belge;Durée déterminée
7860;0000048568;02;3;0000037728;24/06/2017;18/11/2017;24/06/2017;09/09/1994;Préavis employeur;Femme;Belge;Durée déterminée
6890;0000048568;02;3;0000037172;06/06/2016;20/09/2016;06/06/2016;23/01/1995;Fin du contrat;Femme;Belge;Durée déterminée
6180;0000019904;00;1;0000010810;30/12/2016;30/01/2017;28/10/2016;27/10/1982;Fin du contrat;Femme;Belge;Durée déterminée
6224;0000019904;00;1;0000011222;01/06/2017;01/07/2017;01/06/2017;08/07/1996;Fin du contrat;Femme;Belge;Durée déterminée
4987;0000048568;02;3;0000037233;04/08/2016;03/11/2016;04/08/2016;14/01/1997;Fin du contrat;Femme;Belge;Durée déterminée
2580;0000048568;00;5;0000037772;26/06/2017;01/01/2018;26/06/2017;25/11/1999;Préavis travailleur;Femme;Belge;Durée déterminée
1742;0000048568;00;3;0000037739;12/05/2017;01/07/2017;12/05/2017;29/03/1996;Fin du contrat;Femme;Belge;Durée déterminée
6640;0000048568;02;3;0000037191;27/06/2016;30/09/2016;27/06/2016;22/10/1995;Préavis travailleur;Femme;Belge;Durée déterminée
7860;0000048568;02;3;0000037197;24/06/2016;23/09/2016;24/06/2016;28/06/1993;Fin du contrat;Femme;Belge;Durée déterminée
7060;0000048568;00;3;0000037703;13/04/2017;30/04/2017;27/12/2016;01/02/1995;Fin du contrat;Femme;Belge;Durée déterminée
8900;0000063115;00;1;0000000917;01/12/2016;28/02/2017;29/02/2016;04/02/1992;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000048568;02;3;0000037054;29/03/2016;28/09/2016;29/03/2016;09/09/1996;Fin du contrat;Femme;Belge;Durée déterminée
8870;0000063115;00;1;0000001100;01/09/2017;28/02/2018;05/12/2016;28/02/1971;Fin du contrat;Femme;Belge;Durée déterminée
8930;0000063115;00;1;0000000959;01/04/2017;30/06/2017;20/06/2016;06/03/1993;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000335;18/04/2017;29/05/2017;18/04/2017;29/09/1982;Fin du contrat;Femme;Belge;Durée déterminée
4630;0000048568;00;3;0000037578;14/01/2017;01/02/2017;14/01/2017;11/05/1993;Fin du contrat;Femme;Belge;Durée déterminée
4100;0000048568;02;3;0000037134;17/05/2016;01/11/2016;17/05/2016;28/12/1994;Préavis travailleur;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000328;06/03/2017;31/03/2017;06/03/2017;04/12/1949;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000386;01/01/2018;31/03/2018;01/01/2018;18/09/1968;Fin du contrat;Femme;Belge;Durée déterminée
2870;0000048568;00;3;0000037959;01/12/2017;30/06/2018;01/12/2017;23/12/1988;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000359;01/09/2017;27/10/2017;01/09/2017;13/03/1996;Fin du contrat;Femme;Belge;Durée déterminée
3940;0000043838;00;1;0000001180;01/07/2016;30/09/2016;01/07/2016;10/02/1983;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000319;09/01/2017;24/02/2017;09/01/2017;30/12/1965;Fin du contrat;Femme;Belge;Durée déterminée
8930;0000048568;00;3;0000037604;17/01/2017;11/02/2017;17/01/2017;05/02/1998;Fin du contrat;Femme;Belge;Durée déterminée
3740;0000047915;00;3;0000001593;19/02/2018;18/08/2018;19/02/2018;21/04/1963;Fin du contrat;Femme;Belge;Durée déterminée
2890;0000048568;00;3;0000037242;01/09/2016;01/03/2017;01/09/2016;29/01/1995;Fin du contrat;Homme;Belge;Durée déterminée
7012;0000019904;00;1;0000010771;28/09/2016;28/10/2016;28/09/2016;31/01/1993;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000365;01/09/2017;27/10/2017;01/09/2017;10/11/1965;Fin du contrat;Femme;Belge;Durée déterminée
5170;0000048568;02;3;0000036884;01/01/2016;19/01/2016;02/11/2015;26/01/1994;Préavis travailleur;Femme;Belge;Durée déterminée
2850;0000048568;00;3;0000037368;26/09/2016;26/10/2016;26/09/2016;02/05/1978;Fin du contrat;Femme;Belge;Durée déterminée
3740;0000048568;00;3;0000037898;16/10/2017;16/11/2017;16/10/2017;15/04/1998;Fin du contrat;Femme;Belge;Durée déterminée
3580;0000009443;03;1;0000005402;04/07/2016;08/07/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000243;07/01/2016;05/02/2016;07/01/2016;29/09/1982;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000373;06/11/2017;22/12/2017;06/11/2017;13/03/1996;Fin du contrat;Femme;Belge;Durée déterminée
3920;0000048568;00;5;0000035700;19/12/2013;30/06/2016;19/12/2013;28/03/1994;Fin du contrat;Femme;Belge;Durée déterminée
8560;0000063115;00;1;0000000913;01/11/2016;30/04/2017;26/05/2015;14/07/1986;Fin du contrat;Homme;Belge;Durée déterminée
3580;0000009443;03;1;0000005380;27/06/2016;01/07/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
7950;0000019904;00;1;0000010755;10/07/2016;09/08/2016;10/05/2016;24/08/1972;Fin du contrat;Homme;Belge;Durée déterminée
2300;0000048568;00;3;0000037715;18/04/2017;30/06/2017;18/04/2017;03/01/1994;Fin du contrat;Homme;Belge;Durée déterminée
7950;0000019904;00;1;0000010747;10/06/2016;09/07/2016;10/05/2016;24/08/1972;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000397;05/02/2018;09/02/2018;05/02/2018;13/03/1996;Fin du contrat;Femme;Belge;Durée déterminée
8501;0000063115;00;1;0000000905;01/10/2016;31/03/2017;10/11/2015;16/09/1969;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000336;18/04/2017;30/06/2017;18/04/2017;04/12/1949;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000264;11/04/2016;30/06/2016;11/04/2016;04/12/1949;Fin du contrat;Femme;Belge;Durée déterminée
2200;0000009443;03;1;0000005993;06/03/2017;10/03/2017;06/03/2017;13/06/1965;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000333;21/03/2017;31/03/2017;21/03/2017;01/07/1986;Préavis travailleur;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000372;06/11/2017;22/12/2017;06/11/2017;29/09/1982;Fin du contrat;Femme;Belge;Durée déterminée
9255;0000048568;00;3;0000037923;16/11/2017;16/05/2018;08/11/2016;14/03/1996;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000287;01/09/2016;28/10/2016;01/09/2016;30/12/1965;Fin du contrat;Femme;Belge;Durée déterminée
7950;0000019904;00;1;0000010741;10/05/2016;09/06/2016;10/05/2016;24/08/1972;Fin du contrat;Homme;Belge;Durée déterminée
2200;0000009443;03;1;0000005994;13/03/2017;17/03/2017;06/03/2017;13/06/1965;Fin du contrat;Femme;Belge;Durée déterminée
2890;0000048568;00;3;0000037702;08/05/2017;01/07/2017;01/09/2016;29/01/1995;Fin du contrat;Homme;Belge;Durée déterminée
5002;0000019904;00;1;0000010799;01/12/2016;31/12/2016;01/12/2016;29/12/1983;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000363;01/09/2017;27/10/2017;01/09/2017;30/12/1965;Fin du contrat;Femme;Belge;Durée déterminée
9500;0000009443;03;1;0000005919;06/02/2017;10/02/2017;05/12/2016;08/04/1998;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000247;15/02/2016;25/03/2016;15/02/2016;18/09/1968;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000231;04/01/2016;05/02/2016;04/01/2016;11/03/1990;Fin du contrat;Femme;Belge;Durée déterminée
2400;0000048568;00;3;0000037483;24/11/2016;08/01/2017;12/09/2016;14/05/1998;Fin du contrat;Femme;Belge;Durée déterminée
6280;0000048568;00;3;0000037532;07/12/2016;30/09/2017;15/09/2016;07/01/1976;Fin du contrat;Femme;Belge;Durée déterminée
2800;0000009443;03;1;0000005772;26/11/2016;26/11/2016;22/11/2016;02/04/1991;Raison inconnue;Femme;Belge;Durée déterminée
6280;0000019904;00;1;0000011420;25/10/2017;24/11/2017;25/09/2017;06/10/1993;Fin du contrat;Femme;Belge;Durée déterminée
8550;0000063115;00;1;0000000935;01/02/2017;31/07/2017;26/05/2015;02/12/1988;Fin du contrat;Homme;Belge;Durée déterminée
2200;0000009443;03;1;0000006007;20/03/2017;24/03/2017;06/03/2017;13/06/1965;Fin du contrat;Femme;Belge;Durée déterminée
4820;0000012195;00;1;0000000065;12/06/2017;11/09/2017;12/03/2017;23/10/1975;Fin du contrat;Femme;Belge;Durée déterminée
3580;0000009443;03;1;0000005568;19/09/2016;23/09/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
3580;0000009443;03;1;0000005493;15/08/2016;19/08/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
3580;0000009443;03;1;0000005507;22/08/2016;26/08/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
3580;0000009443;03;1;0000005432;25/07/2016;29/07/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000380;13/11/2017;22/12/2017;13/11/2017;03/04/1990;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000396;08/01/2018;09/02/2018;08/01/2018;30/12/1965;Fin du contrat;Femme;Belge;Durée déterminée
3580;0000009443;03;1;0000005431;18/07/2016;22/07/2016;20/06/2016;05/02/1997;Fin du contrat;Femme;Belge;Durée déterminée
7760;0000013391;00;1;0000000057;11/04/2016;10/08/2016;11/04/2016;05/06/1966;Fin du contrat;Homme;Belge;Durée déterminée
9240;0000043838;00;1;0000018114;11/09/2017;10/10/2017;11/09/2017;08/06/1968;Fin du contrat;Homme;Belge;Durée déterminée
2200;0000009443;03;1;0000005968;16/02/2017;16/02/2017;16/02/2017;13/06/1965;Fin du contrat;Femme;Belge;Durée déterminée
5101;0000048568;00;3;0000037841;11/09/2017;30/11/2017;11/09/2017;06/10/1959;Fin du contrat;Femme;Belge;Durée déterminée
2400;0000048568;00;3;0000037287;12/09/2016;19/11/2016;12/09/2016;14/05/1998;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000235;04/01/2016;05/02/2016;04/01/2016;04/12/1949;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000383;08/11/2017;30/06/2018;08/11/2017;18/09/1968;Fin du contrat;Femme;Belge;Durée déterminée
3920;0000048568;00;3;0000037207;05/07/2016;05/11/2016;19/12/2013;28/03/1994;Fin du contrat;Femme;Belge;Durée déterminée
4030;0000048568;02;3;0000036971;02/02/2016;01/08/2016;02/02/2016;08/06/1993;Fin du contrat;Femme;Indienne;Durée déterminée
3300;0000043838;00;1;0000018152;16/10/2017;19/11/2017;16/10/2017;19/07/1995;Préavis travailleur;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000242;04/01/2016;05/02/2016;04/01/2016;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
8500;0000063115;00;1;0000000976;01/06/2017;30/11/2017;05/09/2016;14/08/1981;Fin du contrat;Homme;Belge;Durée déterminée
8720;0000039398;00;1;0000000417;03/01/2018;02/07/2018;03/01/2018;24/01/1986;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000289;01/09/2016;28/10/2016;01/09/2016;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
2830;0000043838;00;1;0000001156;01/05/2016;31/07/2016;01/05/2016;18/03/1990;Fin du contrat;Homme;Italienne;Durée déterminée
2650;0000043838;00;1;0000018154;16/10/2017;16/01/2018;16/10/2017;21/01/1997;Fin du contrat;Homme;Belge;Durée déterminée
2800;0000009443;03;1;0000005909;30/01/2017;03/02/2017;07/10/2016;01/08/1976;Fin du contrat;Femme;Belge;Durée déterminée
9140;0000043838;00;1;0000018249;05/01/2018;04/02/2018;05/01/2018;04/03/1998;Fin du contrat;Homme;Belge;Durée déterminée
8500;0000063115;00;1;0000001131;01/12/2017;28/02/2018;05/09/2016;14/08/1981;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000311;02/01/2017;06/01/2017;02/01/2017;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
8020;0000048568;00;3;0000036151;01/10/2014;30/09/2016;01/10/2014;02/07/1995;Fin du contrat;Femme;Belge;Durée déterminée
4280;0000012463;00;3;0000000272;11/04/2016;24/06/2016;11/04/2016;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
2180;0000043838;00;1;0000018079;15/08/2017;14/11/2017;15/08/2017;01/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
2960;0000009443;03;1;0000004811;15/01/2016;15/01/2016;13/01/2016;27/04/1988;Fin du contrat;Femme;Néerlandaise;Durée déterminée
2650;0000043838;00;1;0000018224;17/01/2018;16/04/2018;16/10/2017;21/01/1997;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000379;06/11/2017;22/12/2017;06/11/2017;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
8501;0000063115;00;3;0000000902;26/09/2016;30/09/2017;26/09/2016;23/04/1992;Fin du contrat;Homme;Belge;Durée déterminée
4820;0000012195;00;1;0000000060;19/09/2016;18/12/2016;19/09/2016;23/08/1983;Fin du contrat;Homme;Belge;Durée déterminée
9170;0000009443;03;1;0000005060;17/03/2016;17/03/2016;17/03/2016;14/08/1984;Fin du contrat;Femme;Néerlandaise;Durée déterminée
2610;0000048568;00;3;0000037073;11/04/2016;10/04/2017;11/04/2016;21/07/1993;Fin du contrat;Femme;Néerlandaise;Durée déterminée
8720;0000063115;00;1;0000000888;01/09/2016;30/11/2016;14/09/2015;17/11/1992;Fin du contrat;Homme;Belge;Durée déterminée
2960;0000009443;03;1;0000004810;13/01/2016;13/01/2016;13/01/2016;27/04/1988;Fin du contrat;Femme;Néerlandaise;Durée déterminée
4280;0000012463;00;3;0000000358;25/09/2017;29/09/2017;25/09/2017;30/07/1995;Fin du contrat;Homme;Belge;Durée déterminée
6042;0000019904;00;3;0000010732;09/02/2016;10/02/2016;09/02/2016;13/11/1997;Fin du contrat;Homme;Belge;Durée déterminée
    ;0000013391;00;1;0000000058;11/04/2016;10/08/2016;11/04/2016;11/06/1984;Fin du contrat;Homme;Française;Durée déterminée
1080;0000048568;00;5;0000037386;01/10/2016;01/07/2017;01/10/2016;22/05/1994;Préavis travailleur;Homme;Congolais;Durée déterminée
2800;0000009443;03;1;0000004833;11/01/2016;15/01/2016;04/01/2016;29/01/1978;Fin du contrat;Femme;Belge;Durée déterminée
2070;0000043838;00;1;0000001197;01/10/2016;31/12/2016;01/10/2016;06/06/1965;Fin du contrat;Homme;Belge;Durée déterminée
8790;0000032428;00;1;0000001871;01/07/2016;30/06/2017;04/01/2016;21/03/1992;Fin du contrat;Homme;Belge;Durée déterminée
9660;0000048568;00;3;0000037385;06/10/2016;04/02/2017;06/10/2016;31/01/1995;Fin du contrat;Homme;Belge;Durée déterminée
8501;0000085179;00;1;0000093226;01/08/2017;31/07/2018;29/11/2016;12/10/1996;Fin du contrat;Homme;Belge;Durée déterminée
2960;0000009443;03;1;0000004875;22/01/2016;22/01/2016;19/01/2016;27/04/1988;Fin du contrat;Femme;Néerlandaise;Durée déterminée
5060;0000019904;00;3;0000010881;31/08/2017;01/09/2017;31/08/2017;05/08/1997;Fin du contrat;Homme;Belge;Durée déterminée
8700;0000039398;00;1;0000000394;21/11/2016;20/11/2017;21/11/2016;19/05/1992;Fin du contrat;Homme;Belge;Durée déterminée
8530;0000085179;00;1;0000092968;20/07/2017;31/03/2018;08/12/2015;11/08/1986;Fin du contrat;Femme;Belge;Durée déterminée
9800;0000085179;00;1;0000093537;01/12/2017;30/06/2018;01/12/2017;10/11/1993;Fin du contrat;Homme;Belge;Durée déterminée
1070;0000048568;00;3;0000037494;21/11/2016;21/03/2017;21/11/2016;21/04/1992;Fin du contrat;Femme;Marocaine;Durée déterminée
8501;0000063115;00;1;0000000943;01/03/2017;04/07/2017;05/09/2016;04/01/1995;Préavis employeur;Homme;Belge;Durée déterminée
1030;0000048568;00;5;0000037653;23/02/2017;30/03/2017;23/02/2017;19/06/2000;Préavis employeur;Homme;Belge;Durée déterminée
1050;0000048568;02;3;0000037062;26/03/2016;25/06/2016;26/03/2016;16/06/1989;Fin du contrat;Femme;Marocaine;Durée déterminée
2811;0000009443;03;1;0000005055;25/03/2016;25/03/2016;25/03/2016;24/07/1976;Fin du contrat;Femme;Polonaise;Durée déterminée
4280;0000012463;00;3;0000000355;21/08/2017;25/08/2017;21/08/2017;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
2560;0000048568;02;3;0000037722;11/04/2017;11/04/2018;11/04/2017;25/08/1971;Fin du contrat;Homme;Belge;Durée déterminée
1620;0000048568;00;5;0000037435;19/10/2016;19/02/2017;19/10/2016;13/09/1999;Fin du contrat;Femme;Congolais;Durée déterminée
4280;0000012463;00;3;0000000341;18/04/2017;30/06/2017;18/04/2017;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
4280;0000012463;00;3;0000000308;07/11/2016;23/12/2016;07/11/2016;08/07/1994;Fin du contrat;Homme;Belge;Durée déterminée
